,State,Year,Quarter,District,Registered_User
14674,uttar-pradesh,2019,2,ambedkar nagar district,121880
14675,uttar-pradesh,2019,2,bahraich district,79858
14676,uttar-pradesh,2019,2,jalaun district,93400
14677,uttar-pradesh,2019,2,rampur district,90374
14678,uttar-pradesh,2019,2,ballia district,198740
14679,uttar-pradesh,2019,2,shravasti district,19654
14680,uttar-pradesh,2019,2,kasganj district,55437
14681,uttar-pradesh,2019,2,varanasi district,583444
14682,uttar-pradesh,2019,2,gautam buddha nagar district,1282816
14683,uttar-pradesh,2019,2,basti district,127063
14684,uttar-pradesh,2019,2,shamli district,71012
14685,uttar-pradesh,2019,2,maharajganj district,134589
14686,uttar-pradesh,2019,2,etawah district,93602
14687,uttar-pradesh,2019,2,etah district,75177
14688,uttar-pradesh,2019,2,banda district,59791
14689,uttar-pradesh,2019,2,bijnor district,166819
14690,uttar-pradesh,2019,2,hardoi district,113095
14691,uttar-pradesh,2019,2,balrampur district,52514
14692,uttar-pradesh,2019,2,amroha district,89991
14693,uttar-pradesh,2019,2,pilibhit district,88189
14694,uttar-pradesh,2019,2,mainpuri district,88354
14695,uttar-pradesh,2019,2,kanpur dehat district,65036
14696,uttar-pradesh,2019,2,jaunpur district,264855
14697,uttar-pradesh,2019,2,kaushambi district,42935
14698,uttar-pradesh,2019,2,hapur district,114161
14699,uttar-pradesh,2019,2,hamirpur district,51539
14700,uttar-pradesh,2019,2,meerut district,361091
14701,uttar-pradesh,2019,2,mathura district,233342
14702,uttar-pradesh,2019,2,chitrakoot district,34500
14703,uttar-pradesh,2019,2,lalitpur district,59896
14704,uttar-pradesh,2019,2,mau district,119403
14705,uttar-pradesh,2019,2,mirzapur district,133781
14706,uttar-pradesh,2019,2,bulandshahr district,202244
14707,uttar-pradesh,2019,2,gonda district,118179
14708,uttar-pradesh,2019,2,jhansi district,203616
14709,uttar-pradesh,2019,2,chandauli district,124160
14710,uttar-pradesh,2019,2,bhadohi district,92475
14711,uttar-pradesh,2019,2,pratapgarh district,142016
14712,uttar-pradesh,2019,2,saharanpur district,228553
14713,uttar-pradesh,2019,2,bara banki district,111354
14714,uttar-pradesh,2019,2,bareilly district,318597
14715,uttar-pradesh,2019,2,sitapur district,144888
14716,uttar-pradesh,2019,2,sultanpur district,122590
14717,uttar-pradesh,2019,2,agra district,461224
14718,uttar-pradesh,2019,2,fatehpur district,83992
14719,uttar-pradesh,2019,2,rae bareli district,107073
14720,uttar-pradesh,2019,2,firozabad district,137236
14721,uttar-pradesh,2019,2,kheri district,158463
14722,uttar-pradesh,2019,2,gorakhpur district,387961
14723,uttar-pradesh,2019,2,unnao district,110987
14724,uttar-pradesh,2019,2,prayagraj district,602739
14725,uttar-pradesh,2019,2,sonbhadra district,120480
14726,uttar-pradesh,2019,2,ghazipur district,213624
14727,uttar-pradesh,2019,2,farrukhabad district,85295
14728,uttar-pradesh,2019,2,kannauj district,72533
14729,uttar-pradesh,2019,2,azamgarh district,235609
14730,uttar-pradesh,2019,2,ayodhya district,156282
14731,uttar-pradesh,2019,2,deoria district,199594
14732,uttar-pradesh,2019,2,ghaziabad district,975605
14733,uttar-pradesh,2019,3,amethi district,105040
14734,uttar-pradesh,2019,3,siddharthnagar district,99879
14735,uttar-pradesh,2019,3,auraiya district,81392
14736,uttar-pradesh,2019,3,sambhal district,80158
14737,uttar-pradesh,2019,3,kanpur nagar district,655175
14738,uttar-pradesh,2019,3,aligarh district,301404
14739,uttar-pradesh,2019,3,mahoba district,42896
14740,uttar-pradesh,2019,3,lucknow district,1124832
14741,uttar-pradesh,2019,3,sant kabeer nagar district,81569
14742,uttar-pradesh,2019,3,hathras district,96057
14743,uttar-pradesh,2019,3,budaun district,104296
14744,uttar-pradesh,2019,3,moradabad district,198184
14745,uttar-pradesh,2019,3,kushinagar district,228387
14746,uttar-pradesh,2019,3,baghpat district,106317
14747,uttar-pradesh,2019,3,shahjahanpur district,131285
14748,uttar-pradesh,2019,3,muzaffarnagar district,195954
14749,uttar-pradesh,2019,3,ambedkar nagar district,134984
14750,uttar-pradesh,2019,3,bahraich district,90019
14751,uttar-pradesh,2019,3,jalaun district,103258
14752,uttar-pradesh,2019,3,rampur district,102150
14753,uttar-pradesh,2019,3,ballia district,220174
14754,uttar-pradesh,2019,3,shravasti district,21992
14755,uttar-pradesh,2019,3,kasganj district,63472
14756,uttar-pradesh,2019,3,varanasi district,639586
14757,uttar-pradesh,2019,3,gautam buddha nagar district,1415905
14758,uttar-pradesh,2019,3,basti district,142135
14759,uttar-pradesh,2019,3,shamli district,80923
14760,uttar-pradesh,2019,3,maharajganj district,148207
14761,uttar-pradesh,2019,3,etawah district,107062
14762,uttar-pradesh,2019,3,etah district,86419
14763,uttar-pradesh,2019,3,banda district,66504
14764,uttar-pradesh,2019,3,bijnor district,189782
14765,uttar-pradesh,2019,3,hardoi district,126364
14766,uttar-pradesh,2019,3,balrampur district,59530
14767,uttar-pradesh,2019,3,amroha district,101730
14768,uttar-pradesh,2019,3,pilibhit district,98268
14769,uttar-pradesh,2019,3,mainpuri district,101932
14770,uttar-pradesh,2019,3,kanpur dehat district,74296
14771,uttar-pradesh,2019,3,jaunpur district,294998
14772,uttar-pradesh,2019,3,kaushambi district,49359
14773,uttar-pradesh,2019,3,hapur district,130436
14774,uttar-pradesh,2019,3,hamirpur district,56997
14775,uttar-pradesh,2019,3,meerut district,408972
14776,uttar-pradesh,2019,3,mathura district,268573
14777,uttar-pradesh,2019,3,chitrakoot district,38341
14778,uttar-pradesh,2019,3,lalitpur district,66906
14779,uttar-pradesh,2019,3,mau district,132663
14780,uttar-pradesh,2019,3,mirzapur district,146634
14781,uttar-pradesh,2019,3,bulandshahr district,230896
14782,uttar-pradesh,2019,3,gonda district,132341
14783,uttar-pradesh,2019,3,jhansi district,227191
14784,uttar-pradesh,2019,3,chandauli district,136786
14785,uttar-pradesh,2019,3,bhadohi district,102914
14786,uttar-pradesh,2019,3,pratapgarh district,159596
14787,uttar-pradesh,2019,3,saharanpur district,259929
14788,uttar-pradesh,2019,3,bara banki district,125166
14789,uttar-pradesh,2019,3,bareilly district,356146
14790,uttar-pradesh,2019,3,sitapur district,166391
14791,uttar-pradesh,2019,3,sultanpur district,137062
14792,uttar-pradesh,2019,3,agra district,530228
14793,uttar-pradesh,2019,3,fatehpur district,94067
14794,uttar-pradesh,2019,3,rae bareli district,119176
14795,uttar-pradesh,2019,3,firozabad district,161983
14796,uttar-pradesh,2019,3,kheri district,180345
14797,uttar-pradesh,2019,3,gorakhpur district,434172
14798,uttar-pradesh,2019,3,unnao district,125933
14799,uttar-pradesh,2019,3,prayagraj district,667277
14800,uttar-pradesh,2019,3,sonbhadra district,131881
14801,uttar-pradesh,2019,3,ghazipur district,236041
14802,uttar-pradesh,2019,3,farrukhabad district,97522
14803,uttar-pradesh,2019,3,kannauj district,83346
14804,uttar-pradesh,2019,3,azamgarh district,261840
14805,uttar-pradesh,2019,3,ayodhya district,173259
14806,uttar-pradesh,2019,3,deoria district,223155
14807,uttar-pradesh,2019,3,ghaziabad district,1088568
14808,uttar-pradesh,2019,4,amethi district,119989
14809,uttar-pradesh,2019,4,siddharthnagar district,114847
14810,uttar-pradesh,2019,4,auraiya district,93568
14811,uttar-pradesh,2019,4,sambhal district,91975
14812,uttar-pradesh,2019,4,kanpur nagar district,718251
14813,uttar-pradesh,2019,4,aligarh district,341948
14814,uttar-pradesh,2019,4,mahoba district,48561
14815,uttar-pradesh,2019,4,lucknow district,1221681
14816,uttar-pradesh,2019,4,sant kabeer nagar district,92544
14817,uttar-pradesh,2019,4,hathras district,110768
14818,uttar-pradesh,2019,4,budaun district,120524
14819,uttar-pradesh,2019,4,moradabad district,224285
14820,uttar-pradesh,2019,4,kushinagar district,259562
14821,uttar-pradesh,2019,4,baghpat district,121201
14822,uttar-pradesh,2019,4,shahjahanpur district,148797
14823,uttar-pradesh,2019,4,muzaffarnagar district,220338
14824,uttar-pradesh,2019,4,ambedkar nagar district,152821
14825,uttar-pradesh,2019,4,bahraich district,102918
14826,uttar-pradesh,2019,4,jalaun district,116051
14827,uttar-pradesh,2019,4,rampur district,115637
14828,uttar-pradesh,2019,4,ballia district,248506
14829,uttar-pradesh,2019,4,shravasti district,25490
14830,uttar-pradesh,2019,4,kasganj district,73208
14831,uttar-pradesh,2019,4,varanasi district,706509
14832,uttar-pradesh,2019,4,gautam buddha nagar district,1537791
14833,uttar-pradesh,2019,4,basti district,160858
14834,uttar-pradesh,2019,4,shamli district,91706
14835,uttar-pradesh,2019,4,maharajganj district,167678
14836,uttar-pradesh,2019,4,etawah district,121909
14837,uttar-pradesh,2019,4,etah district,100034
14838,uttar-pradesh,2019,4,banda district,75355
14839,uttar-pradesh,2019,4,bijnor district,215311
14840,uttar-pradesh,2019,4,hardoi district,145034
14841,uttar-pradesh,2019,4,balrampur district,68993
14842,uttar-pradesh,2019,4,amroha district,115341
14843,uttar-pradesh,2019,4,pilibhit district,112045
14844,uttar-pradesh,2019,4,mainpuri district,117848
14845,uttar-pradesh,2019,4,kanpur dehat district,86285
14846,uttar-pradesh,2019,4,jaunpur district,331857
14847,uttar-pradesh,2019,4,kaushambi district,57618
14848,uttar-pradesh,2019,4,hapur district,147702
14849,uttar-pradesh,2019,4,hamirpur district,64136
14850,uttar-pradesh,2019,4,meerut district,455353
14851,uttar-pradesh,2019,4,mathura district,306611
14852,uttar-pradesh,2019,4,chitrakoot district,43677
14853,uttar-pradesh,2019,4,lalitpur district,75748
14854,uttar-pradesh,2019,4,mau district,148820
14855,uttar-pradesh,2019,4,mirzapur district,164373
14856,uttar-pradesh,2019,4,bulandshahr district,262361
14857,uttar-pradesh,2019,4,gonda district,150012
14858,uttar-pradesh,2019,4,jhansi district,252380
14859,uttar-pradesh,2019,4,chandauli district,154068
14860,uttar-pradesh,2019,4,bhadohi district,116323
14861,uttar-pradesh,2019,4,pratapgarh district,182182
14862,uttar-pradesh,2019,4,saharanpur district,290730
14863,uttar-pradesh,2019,4,bara banki district,142882
14864,uttar-pradesh,2019,4,bareilly district,398897
14865,uttar-pradesh,2019,4,sitapur district,194588
14866,uttar-pradesh,2019,4,sultanpur district,155081
14867,uttar-pradesh,2019,4,agra district,593453
14868,uttar-pradesh,2019,4,fatehpur district,107650
14869,uttar-pradesh,2019,4,rae bareli district,134591
14870,uttar-pradesh,2019,4,firozabad district,188556
14871,uttar-pradesh,2019,4,kheri district,209667
14872,uttar-pradesh,2019,4,gorakhpur district,483523
14873,uttar-pradesh,2019,4,unnao district,143079
14874,uttar-pradesh,2019,4,prayagraj district,738307
14875,uttar-pradesh,2019,4,sonbhadra district,146957
14876,uttar-pradesh,2019,4,ghazipur district,265215
14877,uttar-pradesh,2019,4,farrukhabad district,111564
14878,uttar-pradesh,2019,4,kannauj district,96093
14879,uttar-pradesh,2019,4,azamgarh district,293685
14880,uttar-pradesh,2019,4,ayodhya district,193592
14881,uttar-pradesh,2019,4,deoria district,252687
14882,uttar-pradesh,2019,4,ghaziabad district,1189357
14883,uttar-pradesh,2020,1,amethi district,136952
14884,uttar-pradesh,2020,1,siddharthnagar district,132802
14885,uttar-pradesh,2020,1,auraiya district,106853
14886,uttar-pradesh,2020,1,sambhal district,107252
14887,uttar-pradesh,2020,1,kanpur nagar district,788847
14888,uttar-pradesh,2020,1,aligarh district,389467
14889,uttar-pradesh,2020,1,mahoba district,54536
14890,uttar-pradesh,2020,1,lucknow district,1329098
14891,uttar-pradesh,2020,1,sant kabeer nagar district,106578
14892,uttar-pradesh,2020,1,hathras district,127615
14893,uttar-pradesh,2020,1,budaun district,141211
14894,uttar-pradesh,2020,1,moradabad district,257312
14895,uttar-pradesh,2020,1,kushinagar district,294988
14896,uttar-pradesh,2020,1,baghpat district,138206
14897,uttar-pradesh,2020,1,shahjahanpur district,171075
14898,uttar-pradesh,2020,1,muzaffarnagar district,253057
14899,uttar-pradesh,2020,1,ambedkar nagar district,173558
14900,uttar-pradesh,2020,1,bahraich district,118691
14901,uttar-pradesh,2020,1,jalaun district,130530
14902,uttar-pradesh,2020,1,rampur district,133897
14903,uttar-pradesh,2020,1,ballia district,279850
14904,uttar-pradesh,2020,1,shravasti district,29560
14905,uttar-pradesh,2020,1,kasganj district,85463
14906,uttar-pradesh,2020,1,varanasi district,777234
14907,uttar-pradesh,2020,1,gautam buddha nagar district,1656331
14908,uttar-pradesh,2020,1,basti district,182992
14909,uttar-pradesh,2020,1,shamli district,105856
14910,uttar-pradesh,2020,1,maharajganj district,189603
14911,uttar-pradesh,2020,1,etawah district,139252
14912,uttar-pradesh,2020,1,etah district,116306
14913,uttar-pradesh,2020,1,banda district,85004
14914,uttar-pradesh,2020,1,bijnor district,245713
14915,uttar-pradesh,2020,1,hardoi district,166833
14916,uttar-pradesh,2020,1,balrampur district,79242
14917,uttar-pradesh,2020,1,amroha district,132719
14918,uttar-pradesh,2020,1,pilibhit district,131381
14919,uttar-pradesh,2020,1,mainpuri district,135739
14920,uttar-pradesh,2020,1,kanpur dehat district,99757
14921,uttar-pradesh,2020,1,jaunpur district,376245
14922,uttar-pradesh,2020,1,kaushambi district,67498
14923,uttar-pradesh,2020,1,hapur district,166710
14924,uttar-pradesh,2020,1,hamirpur district,72081
14925,uttar-pradesh,2020,1,meerut district,509693
14926,uttar-pradesh,2020,1,mathura district,352252
14927,uttar-pradesh,2020,1,chitrakoot district,49532
14928,uttar-pradesh,2020,1,lalitpur district,85820
14929,uttar-pradesh,2020,1,mau district,168403
14930,uttar-pradesh,2020,1,mirzapur district,184275
14931,uttar-pradesh,2020,1,bulandshahr district,300819
14932,uttar-pradesh,2020,1,gonda district,170132
14933,uttar-pradesh,2020,1,jhansi district,279897
14934,uttar-pradesh,2020,1,chandauli district,173797
14935,uttar-pradesh,2020,1,bhadohi district,131750
14936,uttar-pradesh,2020,1,pratapgarh district,208100
14937,uttar-pradesh,2020,1,saharanpur district,332027
14938,uttar-pradesh,2020,1,bara banki district,163878
14939,uttar-pradesh,2020,1,bareilly district,452872
14940,uttar-pradesh,2020,1,sitapur district,223690
14941,uttar-pradesh,2020,1,sultanpur district,175425
14942,uttar-pradesh,2020,1,agra district,668251
14943,uttar-pradesh,2020,1,fatehpur district,123288
14944,uttar-pradesh,2020,1,rae bareli district,151785
14945,uttar-pradesh,2020,1,firozabad district,221119
14946,uttar-pradesh,2020,1,kheri district,242677
14947,uttar-pradesh,2020,1,gorakhpur district,539316
14948,uttar-pradesh,2020,1,unnao district,163038
14949,uttar-pradesh,2020,1,prayagraj district,816436
14950,uttar-pradesh,2020,1,sonbhadra district,163017
14951,uttar-pradesh,2020,1,ghazipur district,299524
14952,uttar-pradesh,2020,1,farrukhabad district,127474
14953,uttar-pradesh,2020,1,kannauj district,110383
14954,uttar-pradesh,2020,1,azamgarh district,334030
14955,uttar-pradesh,2020,1,ayodhya district,217835
14956,uttar-pradesh,2020,1,deoria district,285363
14957,uttar-pradesh,2020,1,ghaziabad district,1296464
14958,uttar-pradesh,2020,2,amethi district,157381
14959,uttar-pradesh,2020,2,siddharthnagar district,155865
14960,uttar-pradesh,2020,2,auraiya district,122400
14961,uttar-pradesh,2020,2,sambhal district,125328
14962,uttar-pradesh,2020,2,kanpur nagar district,864991
14963,uttar-pradesh,2020,2,aligarh district,440101
14964,uttar-pradesh,2020,2,mahoba district,62821
14965,uttar-pradesh,2020,2,lucknow district,1434386
14966,uttar-pradesh,2020,2,sant kabeer nagar district,122481
14967,uttar-pradesh,2020,2,hathras district,146288
14968,uttar-pradesh,2020,2,budaun district,166532
14969,uttar-pradesh,2020,2,moradabad district,295194
14970,uttar-pradesh,2020,2,kushinagar district,331722
14971,uttar-pradesh,2020,2,baghpat district,155849
14972,uttar-pradesh,2020,2,shahjahanpur district,196359
14973,uttar-pradesh,2020,2,muzaffarnagar district,287462
14974,uttar-pradesh,2020,2,ambedkar nagar district,198579
14975,uttar-pradesh,2020,2,bahraich district,138923
14976,uttar-pradesh,2020,2,jalaun district,147970
14977,uttar-pradesh,2020,2,rampur district,155359
14978,uttar-pradesh,2020,2,ballia district,314673
14979,uttar-pradesh,2020,2,shravasti district,34854
14980,uttar-pradesh,2020,2,kasganj district,99981
14981,uttar-pradesh,2020,2,varanasi district,851213
14982,uttar-pradesh,2020,2,gautam buddha nagar district,1756163
14983,uttar-pradesh,2020,2,basti district,209591
14984,uttar-pradesh,2020,2,shamli district,120773
14985,uttar-pradesh,2020,2,maharajganj district,213692
14986,uttar-pradesh,2020,2,etawah district,159083
14987,uttar-pradesh,2020,2,etah district,136054
14988,uttar-pradesh,2020,2,banda district,97787
14989,uttar-pradesh,2020,2,bijnor district,281914
14990,uttar-pradesh,2020,2,hardoi district,196544
14991,uttar-pradesh,2020,2,balrampur district,92076
14992,uttar-pradesh,2020,2,amroha district,152529
14993,uttar-pradesh,2020,2,pilibhit district,150146
14994,uttar-pradesh,2020,2,mainpuri district,157546
14995,uttar-pradesh,2020,2,kanpur dehat district,116906
14996,uttar-pradesh,2020,2,jaunpur district,423581
14997,uttar-pradesh,2020,2,kaushambi district,79177
14998,uttar-pradesh,2020,2,hapur district,187076
14999,uttar-pradesh,2020,2,hamirpur district,82461
15000,uttar-pradesh,2020,2,meerut district,566838
15001,uttar-pradesh,2020,2,mathura district,401021
15002,uttar-pradesh,2020,2,chitrakoot district,57001
15003,uttar-pradesh,2020,2,lalitpur district,96852
15004,uttar-pradesh,2020,2,mau district,191234
15005,uttar-pradesh,2020,2,mirzapur district,207293
15006,uttar-pradesh,2020,2,bulandshahr district,341588
15007,uttar-pradesh,2020,2,gonda district,193655
15008,uttar-pradesh,2020,2,jhansi district,309640
15009,uttar-pradesh,2020,2,chandauli district,196636
15010,uttar-pradesh,2020,2,bhadohi district,148612
15011,uttar-pradesh,2020,2,pratapgarh district,238168
15012,uttar-pradesh,2020,2,saharanpur district,377311
15013,uttar-pradesh,2020,2,bara banki district,186789
15014,uttar-pradesh,2020,2,bareilly district,507342
15015,uttar-pradesh,2020,2,sitapur district,251510
15016,uttar-pradesh,2020,2,sultanpur district,198267
15017,uttar-pradesh,2020,2,agra district,746336
15018,uttar-pradesh,2020,2,fatehpur district,143578
15019,uttar-pradesh,2020,2,rae bareli district,172513
15020,uttar-pradesh,2020,2,firozabad district,255512
15021,uttar-pradesh,2020,2,kheri district,271159
15022,uttar-pradesh,2020,2,gorakhpur district,600961
15023,uttar-pradesh,2020,2,unnao district,187748
15024,uttar-pradesh,2020,2,prayagraj district,892787
15025,uttar-pradesh,2020,2,sonbhadra district,181105
15026,uttar-pradesh,2020,2,ghazipur district,337515
15027,uttar-pradesh,2020,2,farrukhabad district,147186
15028,uttar-pradesh,2020,2,kannauj district,126696
15029,uttar-pradesh,2020,2,azamgarh district,379884
15030,uttar-pradesh,2020,2,ayodhya district,245136
15031,uttar-pradesh,2020,2,deoria district,321321
15032,uttar-pradesh,2020,2,ghaziabad district,1399514
15033,uttar-pradesh,2020,3,amethi district,175672
15034,uttar-pradesh,2020,3,siddharthnagar district,176555
15035,uttar-pradesh,2020,3,auraiya district,136156
15036,uttar-pradesh,2020,3,sambhal district,141580
15037,uttar-pradesh,2020,3,kanpur nagar district,941379
15038,uttar-pradesh,2020,3,aligarh district,489555
15039,uttar-pradesh,2020,3,mahoba district,71317
15040,uttar-pradesh,2020,3,lucknow district,1551932
15041,uttar-pradesh,2020,3,sant kabeer nagar district,136932
15042,uttar-pradesh,2020,3,hathras district,164058
15043,uttar-pradesh,2020,3,budaun district,188814
15044,uttar-pradesh,2020,3,moradabad district,329322
15045,uttar-pradesh,2020,3,kushinagar district,366656
15046,uttar-pradesh,2020,3,baghpat district,173593
15047,uttar-pradesh,2020,3,shahjahanpur district,219668
15048,uttar-pradesh,2020,3,muzaffarnagar district,320098
15049,uttar-pradesh,2020,3,ambedkar nagar district,219649
15050,uttar-pradesh,2020,3,bahraich district,158041
15051,uttar-pradesh,2020,3,jalaun district,164885
15052,uttar-pradesh,2020,3,rampur district,174194
15053,uttar-pradesh,2020,3,ballia district,347325
15054,uttar-pradesh,2020,3,shravasti district,40056
15055,uttar-pradesh,2020,3,kasganj district,111622
15056,uttar-pradesh,2020,3,varanasi district,927313
15057,uttar-pradesh,2020,3,gautam buddha nagar district,1885370
15058,uttar-pradesh,2020,3,basti district,232300
15059,uttar-pradesh,2020,3,shamli district,134703
15060,uttar-pradesh,2020,3,maharajganj district,236496
15061,uttar-pradesh,2020,3,etawah district,178286
15062,uttar-pradesh,2020,3,etah district,152537
15063,uttar-pradesh,2020,3,banda district,109260
15064,uttar-pradesh,2020,3,bijnor district,315548
15065,uttar-pradesh,2020,3,hardoi district,224504
15066,uttar-pradesh,2020,3,balrampur district,104746
15067,uttar-pradesh,2020,3,amroha district,171549
15068,uttar-pradesh,2020,3,pilibhit district,167139
15069,uttar-pradesh,2020,3,mainpuri district,176651
15070,uttar-pradesh,2020,3,kanpur dehat district,131597
15071,uttar-pradesh,2020,3,jaunpur district,470090
15072,uttar-pradesh,2020,3,kaushambi district,89293
15073,uttar-pradesh,2020,3,hapur district,207549
15074,uttar-pradesh,2020,3,hamirpur district,92148
15075,uttar-pradesh,2020,3,meerut district,624570
15076,uttar-pradesh,2020,3,mathura district,450042
15077,uttar-pradesh,2020,3,chitrakoot district,63813
15078,uttar-pradesh,2020,3,lalitpur district,109905
15079,uttar-pradesh,2020,3,mau district,211980
15080,uttar-pradesh,2020,3,mirzapur district,229009
15081,uttar-pradesh,2020,3,bulandshahr district,382144
15082,uttar-pradesh,2020,3,gonda district,216590
15083,uttar-pradesh,2020,3,jhansi district,340517
15084,uttar-pradesh,2020,3,chandauli district,218583
15085,uttar-pradesh,2020,3,bhadohi district,165497
15086,uttar-pradesh,2020,3,pratapgarh district,265530
15087,uttar-pradesh,2020,3,saharanpur district,419510
15088,uttar-pradesh,2020,3,bara banki district,208489
15089,uttar-pradesh,2020,3,bareilly district,558821
15090,uttar-pradesh,2020,3,sitapur district,281113
15091,uttar-pradesh,2020,3,sultanpur district,218977
15092,uttar-pradesh,2020,3,agra district,822893
15093,uttar-pradesh,2020,3,fatehpur district,161230
15094,uttar-pradesh,2020,3,rae bareli district,190989
15095,uttar-pradesh,2020,3,firozabad district,291115
15096,uttar-pradesh,2020,3,kheri district,309435
15097,uttar-pradesh,2020,3,gorakhpur district,661272
15098,uttar-pradesh,2020,3,unnao district,210513
15099,uttar-pradesh,2020,3,prayagraj district,974228
15100,uttar-pradesh,2020,3,sonbhadra district,198688
15101,uttar-pradesh,2020,3,ghazipur district,373352
15102,uttar-pradesh,2020,3,farrukhabad district,165207
15103,uttar-pradesh,2020,3,kannauj district,141507
15104,uttar-pradesh,2020,3,azamgarh district,421262
15105,uttar-pradesh,2020,3,ayodhya district,271190
15106,uttar-pradesh,2020,3,deoria district,355557
15107,uttar-pradesh,2020,3,ghaziabad district,1518450
15108,uttar-pradesh,2020,4,amethi district,193465
15109,uttar-pradesh,2020,4,siddharthnagar district,196286
15110,uttar-pradesh,2020,4,auraiya district,149979
15111,uttar-pradesh,2020,4,sambhal district,158974
15112,uttar-pradesh,2020,4,kanpur nagar district,1022768
15113,uttar-pradesh,2020,4,aligarh district,541762
15114,uttar-pradesh,2020,4,mahoba district,79027
15115,uttar-pradesh,2020,4,lucknow district,1684510
15116,uttar-pradesh,2020,4,sant kabeer nagar district,151391
15117,uttar-pradesh,2020,4,hathras district,181527
15118,uttar-pradesh,2020,4,budaun district,210856
15119,uttar-pradesh,2020,4,moradabad district,366253
15120,uttar-pradesh,2020,4,kushinagar district,403037
15121,uttar-pradesh,2020,4,baghpat district,191550
15122,uttar-pradesh,2020,4,shahjahanpur district,243863
15123,uttar-pradesh,2020,4,muzaffarnagar district,356175
15124,uttar-pradesh,2020,4,ambedkar nagar district,239981
15125,uttar-pradesh,2020,4,bahraich district,177840
15126,uttar-pradesh,2020,4,jalaun district,180793
15127,uttar-pradesh,2020,4,rampur district,193633
15128,uttar-pradesh,2020,4,ballia district,381096
15129,uttar-pradesh,2020,4,shravasti district,45237
15130,uttar-pradesh,2020,4,kasganj district,123544
15131,uttar-pradesh,2020,4,varanasi district,1003989
15132,uttar-pradesh,2020,4,gautam buddha nagar district,2030178
15133,uttar-pradesh,2020,4,basti district,254542
15134,uttar-pradesh,2020,4,shamli district,149991
15135,uttar-pradesh,2020,4,maharajganj district,258192
15136,uttar-pradesh,2020,4,etawah district,197027
15137,uttar-pradesh,2020,4,etah district,168855
15138,uttar-pradesh,2020,4,banda district,120914
15139,uttar-pradesh,2020,4,bijnor district,351089
15140,uttar-pradesh,2020,4,hardoi district,250349
15141,uttar-pradesh,2020,4,balrampur district,117269
15142,uttar-pradesh,2020,4,amroha district,191119
15143,uttar-pradesh,2020,4,pilibhit district,183285
15144,uttar-pradesh,2020,4,mainpuri district,195376
15145,uttar-pradesh,2020,4,kanpur dehat district,146458
15146,uttar-pradesh,2020,4,jaunpur district,516171
15147,uttar-pradesh,2020,4,kaushambi district,99316
15148,uttar-pradesh,2020,4,hapur district,229889
15149,uttar-pradesh,2020,4,hamirpur district,101258
15150,uttar-pradesh,2020,4,meerut district,686266
15151,uttar-pradesh,2020,4,mathura district,498292
15152,uttar-pradesh,2020,4,chitrakoot district,70900
15153,uttar-pradesh,2020,4,lalitpur district,121961
15154,uttar-pradesh,2020,4,mau district,233339
15155,uttar-pradesh,2020,4,mirzapur district,250009
15156,uttar-pradesh,2020,4,bulandshahr district,424578
15157,uttar-pradesh,2020,4,gonda district,241011
15158,uttar-pradesh,2020,4,jhansi district,372783
15159,uttar-pradesh,2020,4,chandauli district,239906
15160,uttar-pradesh,2020,4,bhadohi district,181635
15161,uttar-pradesh,2020,4,pratapgarh district,292533
15162,uttar-pradesh,2020,4,saharanpur district,465256
15163,uttar-pradesh,2020,4,bara banki district,229762
15164,uttar-pradesh,2020,4,bareilly district,611236
15165,uttar-pradesh,2020,4,sitapur district,310665
15166,uttar-pradesh,2020,4,sultanpur district,239344
15167,uttar-pradesh,2020,4,agra district,900497
15168,uttar-pradesh,2020,4,fatehpur district,178261
15169,uttar-pradesh,2020,4,rae bareli district,209697
15170,uttar-pradesh,2020,4,firozabad district,324392
15171,uttar-pradesh,2020,4,kheri district,348147
15172,uttar-pradesh,2020,4,gorakhpur district,722618
15173,uttar-pradesh,2020,4,unnao district,232426
15174,uttar-pradesh,2020,4,prayagraj district,1059982
15175,uttar-pradesh,2020,4,sonbhadra district,217218
15176,uttar-pradesh,2020,4,ghazipur district,409921
15177,uttar-pradesh,2020,4,farrukhabad district,182995
15178,uttar-pradesh,2020,4,kannauj district,156055
15179,uttar-pradesh,2020,4,azamgarh district,463173
15180,uttar-pradesh,2020,4,ayodhya district,296721
15181,uttar-pradesh,2020,4,deoria district,391411
15182,uttar-pradesh,2020,4,ghaziabad district,1647330
15183,uttar-pradesh,2021,1,amethi district,209408
15184,uttar-pradesh,2021,1,siddharthnagar district,213056
15185,uttar-pradesh,2021,1,auraiya district,162129
15186,uttar-pradesh,2021,1,sambhal district,173933
15187,uttar-pradesh,2021,1,kanpur nagar district,1100587
15188,uttar-pradesh,2021,1,aligarh district,588461
15189,uttar-pradesh,2021,1,mahoba district,85807
15190,uttar-pradesh,2021,1,lucknow district,1813076
15191,uttar-pradesh,2021,1,sant kabeer nagar district,164355
15192,uttar-pradesh,2021,1,hathras district,197275
15193,uttar-pradesh,2021,1,budaun district,229929
15194,uttar-pradesh,2021,1,moradabad district,399160
15195,uttar-pradesh,2021,1,kushinagar district,437393
15196,uttar-pradesh,2021,1,baghpat district,207627
15197,uttar-pradesh,2021,1,shahjahanpur district,265197
15198,uttar-pradesh,2021,1,muzaffarnagar district,387177
15199,uttar-pradesh,2021,1,ambedkar nagar district,259324
